,topic_name,section,subsection,text
892,United States v. Bankman-Fried,Charges,,"In the October 2023 trial, Bankman-Fried faced seven charges brought by the U.S. Department of Justice:
Conspiracy to commit wire fraud on customers
Wire fraud on customers
Conspiracy to commit wire fraud on lenders
Wire fraud on lenders
Conspiracy to commit commodities fraud
Conspiracy to commit securities fraud
Conspiracy to commit money launderingThe indictment claims that the scheme began in 2019 and involved lying to Alameda's lenders, as well as to FTX investors and customers. Bankman-Fried faces to up to 110 years in prison.Bankman-Fried pleaded not guilty to all seven charges. According to Michael Lewis—a financial journalist who met with Bankman-Fried over a hundred times—Bankman-Fried ""genuinely thinks he's innocent"". (Lewis also reported that ""some of [the prosecution's witnesses] have said to me, 'I think Sam is innocent.'"") In a private message to Vox writer Kelsey Piper, Bankman-Fried explained that ""each individual decision seemed fine and I didn't realize how big their sum was until the end"" and that his tweets about FTX not investing customer deposits were ""factually accurate"" since Alameda was the one investing them. When Piper asked, ""FTX had just loaned their money to Alameda, who had gambled with their money, and lost it? and you didn't realize it was a big deal because you didn't realize how much money it was?"" Bankman-Fried replied, ""and also thought Alameda had enough collateral to reasonably cover it""."
893,United States v. Bankman-Fried,Opening statements,,"The trial began on October 3, 2023 in the Daniel Patrick Moynihan United States Courthouse in Manhattan, New York City, with district judge Lewis Kaplan presiding. The prosecution is led by Assistant U.S. Attorneys Nicolas Roos and Danielle Sassoon. Attorney Mark Cohen leads the defense.The prosecution opened by portraying Bankman-Fried as a villainous, greedy con man. They claimed that he misled investors and said that in loaning FTX customer deposits to Alameda, he ""stole billions from thousands of people"". To support their accusations, they referenced FTX's terms of service which told customers, ""Title to your Digital Assets shall at all times remain with you and shall not transfer to FTX Trading.""The defense presented Bankman-Fried as a ""math nerd who didn't drink or party"" and who ""reasonably believed that there were no laws or provisions in the terms of service that prohibited FTX from loaning out these deposits, whether loans went to Alameda or to other customers"". Drawing attention to another part of the terms of service, the defense argued that as a customer engaged in margin trading, Alameda was allowed to borrow money from FTX.The problems, according to the defense, stemmed from the poor management of Alameda by its CEO, Caroline Ellison. The court were told that Ellison refused Bankman-Fried's advice to scale down her risky trading strategies. The prosecution, however, planned to demonstrate that with respect to Alameda's strategy, Bankman-Fried was ""calling the shots"".The overall picture painted by the prosecution was of an accumulation of wealth and power ""built on lies"", while the defense declared, ""It's not a crime to be the CEO of a company that later files for bankruptcy""."
894,United States v. Bankman-Fried,Witnesses for the prosecution,Caroline Ellison,"Caroline Ellison is the former CEO of Bankman-Fried's company Alameda Research. In her testimony, she described how Bankman-Fried had ""directed"" her to ""commit crimes"" during her time at Alameda, adding that ""Alameda took several billion dollars from FTX customers and used it for its own investments"" and to pay back its lenders. Ellison, who has pleaded guilty to seven counts of fraud and conspiracy as part of a cooperation deal with prosecutors, told the court that she had sent ""dishonest"" balance sheets to these lenders to conceal the taking of customer funds. She also testified that she had been concerned about ""insiders"" taking out a total of around $5 billion in personal loans from Alameda, saying, ""Sam directed us to borrow as much money as we could at whatever terms we could"".Initially, Alameda and FTX were run by the same team. Ellison told the court that early on, Bankman-Fried had ""set up a system that allowed Alameda to borrow from FTX"". Before FTX had its own bank account, Alameda would receive some FTX customer funds into its own bank account, and then some of those funds were spent on expenses, loan repayments, and investments. Alameda also had a $65 billion line of credit on FTX and did not have to post collateral when borrowing, she said. Alameda had been FTX's first and only liquidity provider for a time, but the growth of the exchange attracted others, and eventually Alameda was only around 2% of trades. No other customer had more than a $1 billion line of credit and as far as she knew, Alameda's essentially unlimited credit line was never disclosed to customers, auditors, or investors. Yet FTX would market itself as a ""safe"" and ""audited"" exchange. Ellison also testified to Alameda receiving 60–70% of the initial distribution of FTX's native token for free.In 2021, Ellison and Bankman-Fried discussed a ""10th percentile"" scenario—they thought there was a 10% chance of a situation at least this bad materializing. According to Ellison's calculations, if they made another $3 billion in venture investments but also converted their loans with Genesis Digital Assets to fixed term, their overall likelihood of finding themselves unable to repay all of their loans was 3%. Bankman-Fried reportedly then asked Ellison to try to change the Genesis loans to fixed term and said that he still wanted to proceed with the investments. Ellison only managed to convert some of the loans.""For any major decision I would always run them by Sam ... and defer to Sam,"" claimed Ellison. But she did take responsibility for some major decisions. During the crypto crash in June 2022 when third-party lenders started recalling their loans, Alameda was obligated to repay them immediately but its crypto assets had just lost considerable value. Ellison testified that Bankman-Fried had blamed her ""loudly and strongly"" for Alameda's precarious financial position and she admitted that she should have hedged its portfolio as he had suggested, although he had been the one ""who chose to make all the investments"". Additionally, when Bankman-Fried suggested Ellison take on a new co-CEO when her co-CEO left, she rejected the idea and remained Alameda's sole CEO. More generally, she and her co-CEO had taken over a lot of Alameda's day-to-day business in 2020 and by 2021, Ellison testified that Bankman-Fried had largely stopped coming into the Alameda office. She also criticized Binance CEO Changpeng Zhao for his role in the bankruptcy, saying that his ""real aim ... was to hurt FTX and Alameda"".At one point during her testimony, Ellison broke down in tears, remembering her relief when FTX collapsed because she ""didn't have to lie anymore"".During the cross-examination, Ellison admitted to telling prosecutors that Bankman-Fried ""might not know"" about some of the customer funds in Alameda bank accounts and that there were ""periods of time when he wasn't paying attention to Alameda"". She also conceded that Alameda had tried to hire several people to oversee their accounting, but they all left."
895,United States v. Bankman-Fried,Witnesses for the prosecution,Gary Wang,"Gary Wang, a long-time friend of Bankman-Fried's and FTX's former chief technology officer, also has a plea deal with the government and is hoping to serve no jail time. On November 7, 2022, when FTX was facing ""an $8 billion shortfall in customer assets"" and customer withdrawals spiked, Bankman-Fried gave the assurance on Twitter that ""FTX is fine. Assets are fine"" and that they had ""enough to cover all client holdings."" This was not accurate, Wang testified, although under cross-examination he admitted to having previously told prosecutors that it was technically true in virtue of FTX still being solvent, just not liquid. When Bankman-Fried made the decision a few days later to hand over some remaining assets to Bahamian regulators, the alleged motivation was that Bahamian authorities were more open to letting him retain control of FTX than U.S. authorities were.In 2019, Wang had altered FTX's code to allow Alameda to withdraw essentially unlimited funds without being automatically liquidated. While Bankman-Fried never wrote nor reviewed FTX's code himself, Wang testified that he made the change on Bankman-Fried's direction. Wang did, however, concede that this was a necessary part of Alameda providing the exchange with liquidity.Despite Wang claiming that he didn't know if Ellison had properly hedged, the defense was able to highlight a statement made by Bankman-Fried in a September 2022 memo about potentially shutting down Alameda: ""The fact that we didn't hedge as much as we should have alone cost more in EV [expected value] than all the money Alameda had ever made or ever will make, and that's the kind of critical mistake we're likely to make if I'm not actually running the show there."""
896,United States v. Bankman-Fried,Witnesses for the prosecution,Nishad Singh,"Former head of engineering Nishad Singh was the third FTX executive to enter a plea bargain with the prosecution and is also hoping to serve no jail time. He testified that he was unaware of Alameda using customer funds until Wang informed him in September 2022 that Alameda was borrowing $13 billion from FTX. Singh had then requested a meeting with Bankman-Fried in which Singh expressed that he was ""really freaked out"" by Alameda's net asset value (NAV). Bankman-Fried reportedly told Singh that Alameda's NAV was actually ""super positive"" and that while they were ""a little short on deliverables"", he thought Alameda could deliver $5 billion quickly and ""substantially more"" over weeks to months by Alameda selling assets and FTX raising from investors. Singh requested another meeting after Bankman-Fried returned from trying to raise funds in the Middle East. In this meeting, according to Singh, Bankman-Fried still maintained that they could get another $5 billion, but also said that the main way Alameda would be able to return its loans would be through FTX remaining successful.Singh recounted how Bankman-Fried had ""profligately"" spent ""huge sums of money"" on investments, campaign donations, celebrity endorsements, and real estate. Examples shared with the court included $1.5 billion for a bitcoin mining deal with a company in Kazakhstan, $205 million for the naming rights to the arena of the Miami Heat NBA basketball team, and a $30 million apartment for himself and his colleagues to live in. Singh condemned the spending as ""evil"" and reported how he had described one investment as ""value extractive"" to Bankman-Fried. On cross-examination, Singh conceded that he had taken the master bedroom in said $30 million apartment and that he had borrowed $3.7 million from FTX to buy a house after he became aware of the misuse of customer funds. And he acknowledged originally thinking of some of Alameda's privileges on FTX as ""helpful for customers"".Singh also testified to back-dating some transactions in December 2021 to bump FTX's revenue over the $1 billion milestone. Then in November 2022, feeling ""suicidal"" as the crisis intensified, Singh proposed backdating a trade to write off some of his own debt, to which Bankman-Fried replied, ""I think that's probably fine"". The court were shown a message exchange from around the same time in which Singh said to Bankman-Fried, ""this is wildly selfish of me, but [FTX lawyers] may need to know that it wasnt a ton of people orchestrating it. I think it makes them more likely to want to be here to help save the situation and the others at least"". Bankman-Fried is seen replying, ""yup"" followed by ""[for what it's worth] I don't think that's super selfihs [sic], I think that's probably correct""."
897,United States v. Bankman-Fried,Witnesses for the prosecution,Adam Yedidia,"Under an immunity order, FTX software engineer Adam Yedidia reported learning in June 2022 that Alameda owed FTX $8 billion. In the course of fixing a bug in FTX's code that had overstated Alameda's liability by $8 billion, Yedidia noticed that Alameda's remaining liability to FTX was still $8 billion. He testified that he discussed this with Bankman-Fried, although under cross-examination he admitted that the postmortem report he had circulated to Bankman-Fried and others had not specified the size of the liability. But the amount seemed worryingly large to Yedidia, so one day after a game of paddle tennis he asked Bankman-Fried, ""Are we OK?"" to which Bankman-Fried allegedly replied, ""We were bulletproof last year, but we're not bulletproof anymore.""In November, Yedidia ""heard that Alameda Research had used FTX customer profits to pay back its loans to creditors"" and resigned."
898,United States v. Bankman-Fried,Witnesses for the prosecution,Other witnesses,"Other witnesses for the prosecution included FTX customer Marc-Antoine Julliard, FTX general counsel Can Sun, Alameda software engineer Christian Drappi, BlockFi CEO Zac Prince, angel investor Matt Huang, accounting professor Peter Easton, investigative analyst Shamel Medrano, FBI agent Marc Troiano, Eliora Katz, and Cory Gaddis."
899,United States v. Bankman-Fried,Witnesses for the defense,Sam Bankman-Fried,"There was speculation on whether Bankman-Fried would testify, since the restrictions on his prescribed medication for ADHD while in jail ostensibly hindered his ability to ""meaningfully participate"" in the trial. However, on October 27, he took the stand.
Key themes of Bankman-Fried's testimony were that other executives had a lot of decision-making power and that there was some critical information he was not aware of at the time. Many of Alameda's problems stemmed from Ellison's refusal to follow his hedging advice, according to Bankman-Fried, and Wang and Singh were responsible for FTX giving Alameda a practically unlimited line of credit. In general, Bankman-Fried claimed to have only been vaguely familiar with how funds actually moved between FTX and Alameda until it was too late. He also expressed regret, acknowledging that ""a lot of people got hurt"" as a result of his mistakes. All he had wanted to do, he said, was ""build the best product on the market."""
900,United States v. Bankman-Fried,Witnesses for the defense,Other witnesses,"Krystal Rolle is a Bahamas-based attorney who has previously represented Bankman-Fried on non-criminal matters. She testified that the day after FTX declared bankruptcy, Bahamian authorities ordered Bankman-Fried to transfer remaining assets to the Securities Commission of the Bahamas and that he had cooperated. Joseph Pimbley, an expert in financial risk management, testified that most FTX customers had the kind of account that permitted their funds to be lent to other customers."
901,United States v. Bankman-Fried,Witnesses for the defense,Rejected testimony,"Under oath, but without the presence of the jury, Bankman-Fried described how internal lawyers and outside counsel Fenwick & West had been involved in various key decisions at the heart of the case. Judge Kaplan heard that chief regulatory officer Dan Friedberg put together FTX's documentation-retention policy, that formal business communications would take place via channels without auto-deletion, and that in November 2022, Bankman-Fried disabled auto-deletion ""on any place I found it"". Bankman-Fried said that he did not consider Ellison's seven drafts of an Alameda balance sheet to be formal business documentation and that business-related spreadsheets were informally shared with lawyers over Signal. Kaplan was shown that it was Dan Friedberg's name on the application form for the bank account that allowed FTX to use Alameda as a payment processor and Bankman-Fried said Friedberg had been part of discussions about using Alameda to receive customer deposits. Bankman-Fried also explained that since some people did not want venture investments to come directly from Alameda, lawyers had suggested he get a loan from FTX and make the investment himself. He further testified that, on the basis of FTX's terms of service, he had believed that Alameda was allowed to borrow funds in ""many circumstances""; when pressed on his awareness of Alameda's special privileges as an FTX customer, Bankman-Fried conceded only that he had ""believed that it was permissible for there to be borrowing from assets FTX was holding that were acting as security or collateral"". Kaplan decided to reject almost all of this testimony.The first seven witnesses proposed by Bankman-Fried's team were all rejected by Kaplan in September. Among them was English barrister Lawrence Akka, who was to testify that FTX's terms of service ""did not contain a declaration of trust over any fiat currency, but gave rise only to a contractual creditor-debtor relationship"". Kaplan agreed with the prosecution that since Akka would only be offering ""legal opinions as to the meaning of the contract terms at issue"", his testimony would not qualify under Rule 702 of the Federal Rules of Evidence, which states that a witness can opine in the courtroom if their expertise can assist in the jury's understanding of matters of fact. Witnesses were also prohibited from testifying about the successful Anthropic investment potentially meaning that FTX customers can be made whole—ostensibly showing Bankman-Fried's investment strategy to be reasonable rather than risky—or Bankman-Fried's charitable donations and philanthropic work."
902,United States v. Bankman-Fried,Closing arguments,,"The prosecution told the jury that FTX was ""a pyramid of deceit built by the defendant on a foundation of lies and false promises, all to get money"", and which left ""countless victims in its wake"" after its collapse. They asserted Bankman-Fried then lied to the jury: ""Did you see on Friday how his testimony was smooth like, it'd been rehearsed a bunch of times?"" The prosecution argued that the verdict rests mainly on how much Bankman-Fried was aware of where customer funds went and whether he thought it was wrong.  The lead prosecutor Nicolas Roos concluded: ""He took the money. He knew it was wrong. He did it anyway, because he thought ... he could walk his way out of it and talk his way out of it. And today, with you, that ends.""""Every movie needs a villain"" was the retort. Defense lawyer Mark Cohen argued that because the prosecution had no real proof, they had resorted to bullying, talking about Bankman-Fried's sex life and appearance in an effort to get the jury to dislike him. Cohen lamented: ""Time and again, the government has sought to turn Sam into some sort of villain, some sort of monster."" He continued: ""In the real world—unlike the movie world—things can get messy. Poor risk management is not a crime."" As for why executives did not take their money and run, and why Bankman-Fried repeatedly ""subject[ed] himself to public questioning"", the defense claimed that no one thought they were ""doing anything wrong"". Cohen also noted something missing from the trial: no one actually testified that Bankman-Fried told them to steal money or commit crimes.As the closing arguments came to an end, Bankman-Fried appeared to be crying."
903,United States v. Bankman-Fried,Verdict,,"The jury began deliberations on November 2 around 3:15 p.m., and ended them after five hours on the same day: Bankman-Fried was found guilty on all charges. The date of his sentencing was announced to be March 28, 2024. After the verdict, Attorney General Merrick Garland said: ""Sam Bankman-Fried thought that he was above the law. Today's verdict proves he was wrong. This case should send a clear message to anyone who tries to hide their crimes behind a shiny new thing they claim no one else is smart enough to understand: the Justice Department will hold you accountable.""According to Reuters, Bankman-Fried will likely appeal; his lawyer said that he intended to ""vigorously fight the charges."""
904,United States v. Bankman-Fried,Notes,,"

"
905,WrestleDream,Summary,,"The 2023 WrestleDream was the inaugural WrestleDream professional wrestling pay-per-view (PPV) event produced by the American promotion All Elite Wrestling (AEW). It took place on October 1, 2023, at Climate Pledge Arena in Seattle, Washington. The event was a tribute show in honor of New Japan Pro-Wrestling (NJPW) founder Antonio Inoki; it took place on the one-year anniversary of his death.
Fourteen matches were contested at the event, including four on the ""Zero Hour"" pre-show. In the main event, Christian Cage defeated Darby Allin by 2–1 in a two out of three falls match to retain the AEW TNT Championship. In other prominent matches, Bryan Danielson defeated Zack Sabre Jr. and Swerve Strickland defeated ""Hangman"" Adam Page. The event was also notable for the AEW debut of Adam Copeland (formerly known as Edge in WWE)."
906,WrestleDream,Production,Background,"On October 1, 2022 (September 30 in Eastern Time), Antonio Inoki, the founder of the Japanese professional wrestling promotion New Japan Pro-Wrestling (NJPW), died. Prior to his death, the American promotion All Elite Wrestling (AEW) began a working partnership with NJPW in early 2021. This resulted in the annual co-promoted event, AEW x NJPW: Forbidden Door, which was first held in June 2022.In April 2023, AEW filed to trademark ""AEW WrestleDream"". During the All In media scrum on August 27, AEW president Tony Khan officially announced that AEW would hold a pay-per-view (PPV) event titled WrestleDream, which would be held in honor of Inoki, who was someone Khan looked up to in the professional wrestling industry. The event was scheduled to take place on October 1, 2023—the one-year anniversary of Inoki's passing—at Climate Pledge Arena in Seattle, Washington. The name of the event refers to Inoki, who Khan called ""wrestling's greatest dreamer"". Tickets went on sale on September 8, 2023."
907,WrestleDream,Production,Storylines,"WrestleDream featured 14 professional wrestling matches, including four on the pre-show, that involved different wrestlers from pre-existing feuds and storylines. These storylines were produced on AEW's weekly television programs, Dynamite, Rampage, and Collision.
Bryan Danielson was originally set to face NJPW's Zack Sabre Jr. at Forbidden Door in June 2022, but was unable to due to an injury and was replaced by Claudio Castagnoli. Over a year later on the September 9, 2023, episode of Collision, Danielson said that with his career winding down, the next person he wanted to face was Sabre. Later, a match between the two was officially announced for WrestleDream.During the All In Zero Hour pre-show, Better Than You Bay Bay (Adam Cole and MJF) won the ROH World Tag Team Championship. At Rampage: Grand Slam on September 22, The Righteous (Dutch and Vincent) won a four-way tag team match to earn a title match at WrestleDream. However, two days prior at Dynamite: Grand Slam, as Cole came out to support MJF in his AEW World Championship match, Cole broke his foot jumping off the entrance ramp. The following week, Better Than You Bay Bay initially announced that they would have to relinquish the ROH World Tag Team Championship, but MJF instead decided that he would defend the title in a handicap match against The Righteous at WrestleDream.After racking up wins and taking out her opponents in post-match attacks, on the September 23 episode of Collision, The House of Black's Brody King announced that Julia Hart wanted to face Kris Statlander for the AEW TBS Championship, and if Statlander did not accept, Hart would continue laying waste to her opponents. Later that night, it was made official that Statlander would defend the TBS Championship against Hart at WrestleDream. Hart's last loss was against Statlander on an episode of Dark in April 2022.After Luchasaurus won the AEW TNT Championship in June, his accomplice Christian Cage claimed that he himself was the real champion and carried around the title. On the September 23 episode of Collision, Luchasaurus defended the title against Cage and Darby Allin in a three-way match. In the end, Allin performed a coffin drop on Luchasaurus but Cage threw Allin out of the ring and pinned Luchasaurus to become the actual TNT Champion. Later, Cage challenged Allin to a two out of three falls match at WrestleDream, which was made official.Since siding with Don Callis at Double or Nothing in May 2023, Konosuke Takeshita vowed to destroy Callis' former client Kenny Omega, gaining upset wins over Omega in the two prior AEW PPVs, All In during a six-man tag-team match and at All Out in a singles match. In order to further hurt Omega, Callis and Takeshita announced their new target as Omega's former Golden Lovers tag team partner, Kota Ibushi, with the duo shown to have completed their assault on Ibushi in Japan on the September 27 episode of Dynamite. Subsequently, Callis also began a feud with longtime friend Chris Jericho, where he betrayed Jericho in August. Callis then helped Will Ospreay to defeat Jericho at All In. Following this, Jericho's protege Sammy Guevara betrayed Jericho on September 20 at Dynamite: Grand Slam, defecting to join Callis. Following Omega saving Jericho from an attack by Callis, Takeshita, and Guevara, it was announced that Omega would team with former rival Jericho and a returning Ibushi to face The Don Callis Family (Takeshita, Guevara, and Ospreay) at WrestleDream."
908,WrestleDream,Event,Pre-show,"Before the Zero-Hour pre-show started, AEW president Tony Khan and other NJPW representatives, including the grandsons of NJPW founder Antonio Inoki (Naoto and Hirota Inoki), delivered an opening ceremony for Antonio.
There were four matches contested on the WrestleDream Zero Hour pre-show. In the first match, Athena, Billie Starkz, Keith Lee, and Satoshi Kojima faced Shane Taylor Promotions (Lee Moriarty and Shane Taylor), Diamanté, and Mercedes Martinez in an eight-person mixed tag team match. In the closing stages, Starkz delivered a spinning kick to both Diamanté and Martinez, Taylor hit a headbutt to Kojima, Lee performed a spinebuster to Taylor, Athena delivered the O-Face to Moriarty, Lee performed the Big Bang Catastrophe to Moriarty, and Kojima delivered the Cozy lariat to Moriarty and pinned him for the win.In the next match, Claudio Castagnoli (with Jon Moxley) faced Josh Barnett. In the closing stages, Claudio delivered the Giant Swing and then locked in the Sharpshooter, but Barnett escaped. Castagnoli then performed the Neutralizer and then locked in the Octopus Stretch, but Barnett escaped. Castagnoli then used an inside cradle on Barnett for the win. After the match, Barnett praised Castagnoli and told him that he wanted a rematch.Next, Luchasaurus faced Nick Wayne. In the closing stages, Luchasaurus delivered a chokeslam and a German Suplex to Wayne, but Wayne then performed a moonsault for a two count. As Wayne attempted Wayne's World, Luchasaurus blocked it and delivered an Emerald Flowsion and a Northern lariat for the win.In the final match of the pre-show, Billy Gunn and The Acclaimed (Anthony Bowens and Max Caster) defended the AEW World Trios Championship against TMDK (Bad Dude Tito, Mikey Nicholls, and Shane Haste). In the closing stages, Tito delivered a short-arm exploder suplex to Bowens for a two count. As Gunn attemptdd the Fameasser, Tiro ducked it and delivered an enzeguiri/German suplex combination to Gunn, but Caster broke up the pinfall attempt. The Acclaimed then performed the Arrival/Mic Drop combination to Tito and then pinned him for the win."
909,WrestleDream,Event,Preliminary matches,"The actual pay-per-view opened with MJF defending the ROH World Tag Team Championship against The Righteous (Vincent and Dutch) in a 2-on-1 handicap match due to MJF's partner, Adam Cole, being injured. In the opening stages, Vincent and Dutch delivered a ripcord lariat/basement flatliner combination for a two count. Dutch and Vincent then performed a Bossman Slam/Swanton Bomb for a nearfall. As Vincent attempted another Swanton Bomb, MJF moved out of the way and delivered a bodyslam to Vincent. MJF then hit the Kangaroo Kick to Vincent and Dutch, and followed up with a Heat Seeker to Dutch (with MJF's feet on the ropes, unbeknownst to the referee), and pinned him for the win.In the next match, Eddie Kingston defended both the ROH World Championship and NJPW's Strong Openweight Championship against Katsuyori Shibata. In the end, Shibata locked in a Figure Four Leglock on Kingston, but Kingston reached the ropes. Kingston then delivered a Saito suplex and corner clotheslines to Shibata. Shibata then performed a half-hatch suplex for a two count. Shibata then delivered the PK, but Kingston countered with the Backfist to the Future for a one count. Kingston then delivered a Northen Lights Bomb or a two count. Kingston then performed a Backfist to the Future/Powerbomb combination and then pinned Shibata for the win to retain.Next, Kris Statlander defended the AEW TBS Championship against Julia Hart (accompanied by Brody King). In the climax, Julia delivered a senton to the back of Statlander. Statlander then performed a powerslam and a Blue Thunder Bomb for a two count. Juila then delivered an avalanche Spider German suplex and a moonsault, but Statlander reached the ropes. Julia then locked in the Heartless submission, but Statlander impeded it with the Sunday Night Fever and then pinned Hart to retain the title.The next match was a fatal four-way tag team match for a future AEW World Tag Team Championship match, contested between The Young Bucks (Matt Jackson and Nick Jackson), The Gunns (Austin Gunn and Colten Gunn), The Lucha Brothers (Rey Fenix and Penta El Zero Miedo, and the team of Hook and Orange Cassidy. In the end, Matt delivered a rolling northern lights suplex, but Hook then performed his own rolling northern lights suplex. Hook then delivered a Saito suplex to Nick. Penta then hit a diving crossbody/slingblade/DDT/lungblower/superkick combination to Colten. Penta then delivered a superkick and the Penta Driver to Colten, but Austin broke up the pinfall attempt. Cassidy then performed the Orange Punch to Austin and Hook locked in the RedRum on Austin, but Nick hit a 450° splash to break up the submission attempt. The Young Bucks then hit superkicks to Hook and Colten and then performed the BTE Trigger to Penta and pinned him for the win. In the fourth match, Swerve Strickland (accompanied by Prince Nana) faced ""Hangman"" Adam Page. In the opening stages, Strickland delivered a headscissors and a slingshot dropkick for a two count. Strickland then performed a neckbreaker, but Page countered with a Fallaway Slam. Page then delivered a springboard clothesline, two powerbombs, and the Orihara moonsault, followed by a pop-up Liger Bomb and a diving clothesline for a two count. Strickland performed a step-up enzeguiri, but Page countered with a deadlift German suplex. Strickland performed the rolling flatliner and a brainbuster for a nearfall. Strickland then hit the Swerve Stomp and the House Call for a nearfall. Page then performed the Dead Eye on the stairs. Strickland then delivered an apron Swerve Stomp and a 450° splash for a two count. Strickland then hit a snap German suplex, but as he attempted another Swerve Stomp, Page moved out the way and delivered the Buckshot Lariat for a nearfall. As the referee was ejecting Prince Nana, Strickland hit Page with Nana's crown and delivered two House Calls and the JML Driver for the win.Next, Ricky Starks faced Wheeler Yuta. In the closing stages, Starks delivered a powerbomb and a DDT for a two count. Yuta then used a seatbelt pin on Starks, but Starks kicked out. Starks then performed a spear and the Roshambo and pinned Yuta for the win.In the next match, Bryan Danielson faced Zack Sabre Jr. In the opening stages, Sabre locked in a Cobra Twist, but Danielson shifted it into a pin for a two count. Danielson then locked in a Half-crab, but Sabre transitioned into a cross arm breaker. Danielson then locked in an Indian Death Lock, but Sabre escaped. Sabre then locked in the Romeo Special, but Danielson escaped and attempted a pin for a one count. Sabre then delivered an uppercut and locked in a double-crab. Danielson then performed an avalanche butterfly suplex and locked in a single-leg crab, but Sabre reached the bottom rope. Danielson then locked in the Tequila Special, but Sabre escaped. Danielson then delivered the Yes! Kicks/Roundhouse Kick combination, but as he attempted the Busaiku Knee, Sabre blocked it and hit a European Clutch for a nearfall. Danielson then locked in the Cattle Mutilation, but Sabre transitioned into the omoplata. Sabre then delivered a backslide pin for a two count. Sabre then performed a Zack Driver and locked in a double armbar, but Danielson reached the bottom rope. Danielson then stomped on Sabre's face and delivered a Regal-Plex and two Busaiku Knees for the win. After the match, Danielson extended his hand to Sabre in a show of respect, but Sabre refused to shake his hand.Next, The Don Callis Family (Konosuke Takeshita, Will Ospreay, and Sammy Guevara, accompanied by Don Callis) faced Chris Jericho and The Golden Elite (Kenny Omega and Kota Ibushi) in a six-man tag team match. In the opening stages, Omega delivered a Finlay Roll, but as he attempted a moonsault, Ospreay got the knees up. Ospreay and Guevara then performed a Cobra Twist/Senton Atomico to Omega, but Ibushi broke up the pin attempt. Guevara then delivered a bulldog to Jericho. Ibushi then hit a standing moonsault to Guevara for a two count. Omega then delivered a Kotaro Krusher and tagged Jericho, who performed a Lionsault to Guevara. Jericho then locked in the Walls of Jericho on Guevara, but Takeshita used a German suplex on Jericho to break up the submission attempt. Takeshita then delivered a German suplex to Omega and an O'Connor Roll German suplex to Ibushi. Guevara then performed a standing Spanish Fly and an outside shooting star press to everyone. Omega then delivered a dragon suplex to Ospreay, who then hit a powerbomb to Ibushi, and Guevara performed a Judas Effect to Jericho for a one count. Takeshita and Ibushi then delivered simultaneous lariats to each other. Ospreay then hit a corkscrew moonsault to Omega and Ibushi. Jericho then performed a Judas Effect to Ospreay and an avalanche Frankensteiner to Guevara for a two count. Unbeknownst to the referee, Callis hit Jericho with a bat, allowing Guevara to pin Jericho and win the match for his team.In the penultimate match, FTR (Dax Harwood and Cash Wheeler) defended the AEW World Tag Team Championship against Aussie Open (Kyle Fletcher and Mark Davis). In the closing stages, Aussie Open performed a double powerbomb to Harwood for a two count. Harwood then delivered three German suplexes to Fletcher. Aussie Open then hit the Aussie Arrow to Harwood for a two count. Harwood then performed a slingshot powerbomb to Davis for a two count. FTR then delivered a superplex/diving splash combination on Davis, but Fletcher broke up the pinfall attempt. Aussie Open then hit the Shatter Machine and the Coreolis on Wheeler, but Harwood broke up the pin attempt. FTR then delivered an apron assisted spike piledriver to Davis and an avalanche Shatter Machine to Fletcher for the win to retain."
910,WrestleDream,Event,Main event,"In the main event, Christian Cage defended the TNT Championship against Darby Allin in a two out of three falls match. In the opening stages, Allin locked in a hammerlock submission and delivered a back heel trip. Allin then performed two headlock takedowns. As Allin attempted a Sunset Flip, Christian blocked it. As Cage attempted the Killswitch, Allin countered it into a jackknife pin for the first fall (Christian 0: Allin 1). Allin then performed the Code Red and a springboard Coffin Drop to Christian for a two count. Allin then used a rolling crucifix pin on Christian for another nearfall. As Christian was distracted by Nick Wayne's mom in the crowd, Allin delivered a suicide dive and a Coffin Drop to Christian. As Allin attempted another Coffin Drop, Christian got the knees up and delivered a bodyslam to Allin onto the apron. Christian then hit a powerslam and a Death Valley Driver to Allin onto the steel steps, and Allin was unable to make it back in the ring before the count of 10, thus Christian won his first fall by countout (Christian 1: Allin 1). As Allin was being carried out by a gurney, Christian delivered a frog splash to Allin on the gurney. Christian then removed the padding in the ring and performed a Killswitch to Allin onto the exposed ring boards for a two count. Christian then locked in the Scorpion Deathlock on Allin, but Allin reached the bottom rope. Allin then delivered the Scorpion Deathdrop and the Coffin Drop to Christian for a two count. Christian then hit a sunset flip powerbomb to Allin onto the exposed ring boards for a nearfall. Christian then inadvertently delivered a spear to referee Bryce Remsburg, and while the ref was down, hit a low blow to Allin. As Christian attempted to hit Allin with the title belt, Nick Wayne came down to the ring. Wayne feigned siding with Allin and then turned on Allin and hit him with the title belt, thus turning heel in the process. Christian then covered Allin to secure his second and final fall to retain (Christian 2: Allin 1).After the match, Christian and Wayne attacked Allin, but while Sting came down to the ring to stop the beatdown, Luchasaurus came out and hit Sting. As Christian attempted a con-chair-to to Sting, the lights went out and a vignette aired of a mysterious man driving around Seattle. The mysterious man was then revealed as Adam Copeland, formerly known as Edge in WWE. Copeland came to the ring and feigned joining his old friend Christian and instead attacked Wayne with a chair and delivered spears to both Wayne and Luchasaurus while Christian retreated. Copeland then shook Allin and Sting's hands."
